通番,情報種別,市外局番,電話番号,電番略符号,カナ名称,漢字名称,法人種類コード,住所コード,都道府県名,市区郡町村名,大字通称名,字丁目名,街区番号,郵便番号,基本分類コード,基本分類名,TP分類コード,TP分類名
00003819,0,011,925-6908,,自動車整備業 星置,自動車整備業 星置,0,01109749338,北海道,札幌市手稲区,星置,9丁目,4-11,0530407,59,自動車整備業,5901,自動車整備業
00003820,0,011,952-1858,,自動車整備業 支店,自動車整備業 支店,0,01109575092,北海道,札幌市手稲区,手稲本町,2丁目,3-9,0260266,59,自動車整備業,5901,自動車整備業
00003821,0,011,970-2635,,自動車整備業 支店,自動車整備業 支店,0,01109827474,北海道,札幌市手稲区,手稲本町,9丁目,6-25,0100624,59,自動車整備業,5901,自動車整備業
00003822,0,011,370-5129,,自動車整備業 支店,自動車整備業 支店,1,01109987838,北海道,札幌市手稲区,星置,2丁目,5-9,0380225,59,自動車整備業,5901,自動車整備業
00003823,0,011,843-2606,,自動車整備業,自動車整備業,0,01109741795,北海道,札幌市手稲区,手稲本町,4丁目,14-26,0720580,59,自動車整備業,5901,自動車整備業
00003824,0,011,935-7008,,自動車整備業 支店,自動車整備業 支店,0,01109972712,北海道,札幌市手稲区,手稲本町,6丁目,17-16,0600261,59,自動車整備業,5901,自動車整備業
00003825,0,011,459-4129,,極味 支店,極味 支店,0,01110485340,北海道,札幌市清田区,里塚,5丁目,16-29,0390453,52,そば・うどん店,5299,ラーメン店
00003826,0,011,208-2886,,味噌一番 本店,味噌一番 本店,0,01110888568,北海道,札幌市清田区,清田,5丁目,10-11,0740975,52,そば・うどん店,5299,ラーメン店
00003827,0,011,275-5886,,味噌一番,味噌一番,1,01110913275,北海道,札幌市清田区,平岡,7丁目,15-13,0380517,52,そば・うどん店,5299,ラーメン店
00003828,0,011,957-3224,,極味 支店,極味 支店,0,01110203114,北海道,札幌市清田区,里塚,6丁目,7-3,0280469,52,そば・うどん店,5299,ラーメン店
00003829,0,011,115-1100,,味噌一番 支店,味噌一番 支店,0,01110143788,北海道,札幌市清田区,平岡,3丁目,10-10,0120801,52,そば・うどん店,5299,ラーメン店
00003830,0,011,125-5824,,札幌ラーメン 清田区,札幌ラーメン 清田区,0,01110480897,北海道,札幌市清田区,清田,8丁目,17-6,0990948,52,そば・うどん店,5299,ラーメン店
00003831,0,011,336-8902,,極味 本店,極味 本店,1,01110704446,北海道,札幌市清田区,里塚,10丁目,15-9,0110797,52,そば・うどん店,5299,ラーメン店
00003832,0,011,359-9488,,麺屋 支店,麺屋 支店,1,01110901369,北海道,札幌市清田区,清田,2丁目,18-11,0150453,52,そば・うどん店,5299,ラーメン店
00003833,0,011,528-6265,,函館塩ラーメン,函館塩ラーメン,0,01110276397,北海道,札幌市清田区,平岡,5丁目,6-30,0170181,52,そば・うどん店,5299,ラーメン店
00003834,0,011,221-4310,,味噌一番,味噌一番,0,01110415763,北海道,札幌市清田区,清田,7丁目,18-1,0640276,52,そば・うどん店,5299,ラーメン店
00003835,0,011,630-5704,,旭川ラーメン 清田区,旭川ラーメン 清田区,0,01110104070,北海道,札幌市清田区,里塚,5丁目,6-29,0500912,52,そば・うどん店,5299,ラーメン店
00003836,0,011,351-8692,,函館塩ラーメン 里塚,函館塩ラーメン 里塚,0,01110123769,北海道,札幌市清田区,里塚,4丁目,17-30,0680508,52,そば・うどん店,5299,ラーメン店
00003837,0,011,364-5790,,札幌ラーメン 清田区,札幌ラーメン 清田区,1,01110961114,北海道,札幌市清田区,里塚,1丁目,13-11,0770756,52,そば・うどん店,5299,ラーメン店
00003838,0,011,347-4347,,麺屋 清田区,麺屋 清田区,0,01110751174,北海道,札幌市清田区,平岡,5丁目,5-14,0740310,52,そば・うどん店,5299,ラーメン店
00003839,0,011,362-6720,,北の味 清田区,北の味 清田区,0,01110107093,北海道,札幌市清田区,里塚,6丁目,4-29,0220558,52,そば・うどん店,5299,ラーメン店
00003840,0,011,548-7109,,麺屋 支店,麺屋 支店,1,01110998951,北海道,札幌市清田区,清田,9丁目,19-12,0640898,52,そば・うどん店,5299,ラーメン店
00003841,0,011,511-3730,,旭川ラーメン,旭川ラーメン,0,01110587594,北海道,札幌市清田区,平岡,8丁目,19-13,0350875,52,そば・うどん店,5299,ラーメン店
00003842,0,011,753-5144,,北の味 平岡,北の味 平岡,0,01110368257,北海道,札幌市清田区,平岡,10丁目,10-21,0680368,52,そば・うどん店,5299,ラーメン店
00003843,0,011,462-8001,,札幌ラーメン 支店,札幌ラーメン 支店,0,01110352334,北海道,札幌市清田区,清田,1丁目,13-17,0740722,52,そば・うどん店,5299,ラーメン店
00003844,0,011,532-3295,,味噌一番 支店,味噌一番 支店,0,01110636715,北海道,札幌市清田区,里塚,4丁目,19-13,0880542,52,そば・うどん店,5299,ラーメン店
00003845,0,011,632-5902,,北の味 清田,北の味 清田,1,01110557851,北海道,札幌市清田区,清田,8丁目,6-28,0610636,52,そば・うどん店,5299,ラーメン店
00003846,0,011,531-6222,,極味 里塚,極味 里塚,0,01110223957,北海道,札幌市清田区,里塚,10丁目,1-12,0470739,52,そば・うどん店,5299,ラーメン店
00003847,0,011,709-3846,,極味 本店,極味 本店,0,01110393946,北海道,札幌市清田区,平岡,7丁目,18-14,0330266,52,そば・うどん店,5299,ラーメン店
00003848,0,011,387-1971,,旭川ラーメン 支店,旭川ラーメン 支店,0,01110319344,北海道,札幌市清田区,清田,7丁目,4-24,0430130,52,そば・うどん店,5299,ラーメン店
00003849,0,011,382-7300,,味噌一番 本店,味噌一番 本店,0,01110222291,北海道,札幌市清田区,里塚,1丁目,20-1,0160493,52,そば・うどん店,5299,ラーメン店
00003850,0,011,217-9137,,北の味 本店,北の味 本店,1,01110944442,北海道,札幌市清田区,清田,7丁目,12-4,0340157,52,そば・うどん店,5299,ラーメン店
00003851,0,011,435-8885,,札幌ラーメン 本店,札幌ラーメン 本店,0,01110781823,北海道,札幌市清田区,清田,9丁目,14-7,0310602,52,そば・うどん店,5299,ラーメン店
00003852,0,011,233-4710,,函館塩ラーメン 支店,函館塩ラーメン 支店,0,01110673182,北海道,札幌市清田区,清田,4丁目,14-19,0760191,52,そば・うどん店,5299,ラーメン店
00003853,0,011,931-3327,,旭川ラーメン 清田区,旭川ラーメン 清田区,0,01110412354,北海道,札幌市清田区,清田,4丁目,17-9,0560182,52,そば・うどん店,5299,ラーメン店
00003854,0,011,226-8074,,旭川ラーメン 清田区,旭川ラーメン 清田区,0,01110868329,北海道,札幌市清田区,清田,5丁目,8-8,0930729,52,そば・うどん店,5299,ラーメン店
00003855,0,011,432-8576,,北の味 本店,北の味 本店,0,01110414074,北海道,札幌市清田区,里塚,6丁目,20-20,0390838,52,そば・うどん店,5299,ラーメン店
00003856,0,011,755-5414,,旭川ラーメン,旭川ラーメン,0,01110865671,北海道,札幌市清田区,清田,6丁目,4-19,0340824,52,そば・うどん店,5299,ラーメン店
00003857,0,011,372-6107,,札幌ラーメン 支店,札幌ラーメン 支店,1,01110605709,北海道,札幌市清田区,平岡,4丁目,13-4,0670392,52,そば・うどん店,5299,ラーメン店
00003858,0,011,482-2864,,極味,極味,0,01110353521,北海道,札幌市清田区,里塚,7丁目,7-20,0130607,52,そば・うどん店,5299,ラーメン店
00003859,0,011,354-9104,,北の味 清田,北の味 清田,0,01110850147,北海道,札幌市清田区,清田,4丁目,18-20,0280342,52,そば・うどん店,5299,ラーメン店
00003860,0,011,676-6496,,麺屋 平岡,麺屋 平岡,0,01110847940,北海道,札幌市清田区,平岡,3丁目,15-29,0470200,52,そば・うどん店,5299,ラーメン店
00003861,0,011,661-4837,,北の味 本店,北の味 本店,1,01110436201,北海道,札幌市清田区,平岡,7丁目,10-6,0310992,52,そば・うどん店,5299,ラーメン店
00003862,0,011,440-4354,,味噌一番 清田,味噌一番 清田,1,01110146078,北海道,札幌市清田区,清田,2丁目,7-20,0520655,52,そば・うどん店,5299,ラーメン店
00003863,0,011,478-9961,,函館塩ラーメン 清田区,函館塩ラーメン 清田区,1,01110198155,北海道,札幌市清田区,平岡,6丁目,9-9,0420264,52,そば・うどん店,5299,ラーメン店
00003864,0,011,685-2785,,旭川ラーメン 清田,旭川ラーメン 清田,0,01110483252,北海道,札幌市清田区,清田,9丁目,17-14,0270526,52,そば・うどん店,5299,ラーメン店
00003865,0,011,698-8106,,炉端,炉端,0,01110882743,北海道,札幌市清田区,清田,6丁目,9-18,0430169,52,そば・うどん店,5205,居酒屋
00003866,0,011,958-4973,,海鮮,海鮮,0,01110454895,北海道,札幌市清田区,里塚,4丁目,11-21,0160630,52,そば・うどん店,5205,居酒屋
00003867,0,011,393-7909,,居酒屋 本店,居酒屋 本店,0,01110631775,北海道,札幌市清田区,里塚,2丁目,5-20,0950985,52,そば・うどん店,5205,居酒屋
00003868,0,011,177-1088,,炉端 里塚,炉端 里塚,0,01110408078,北海道,札幌市清田区,里塚,10丁目,18-24,0840917,52,そば・うどん店,5205,居酒屋
00003869,0,011,122-5544,,酒処,酒処,1,01110705621,北海道,札幌市清田区,里塚,9丁目,4-27,0700529,52,そば・うどん店,5205,居酒屋
00003870,0,011,338-6499,,居酒屋 本店,居酒屋 本店,0,01110780695,北海道,札幌市清田区,平岡,1丁目,9-16,0440615,52,そば・うどん店,5205,居酒屋
00003871,0,011,995-8574,,ジンギスカン 清田区,ジンギスカン 清田区,1,01110906983,北海道,札幌市清田区,清田,1丁目,13-13,0190147,52,そば・うどん店,5205,居酒屋
00003872,0,011,868-6015,,ジンギスカン 里塚,ジンギスカン 里塚,0,01110332087,北海道,札幌市清田区,里塚,7丁目,14-22,0800954,52,そば・うどん店,5205,居酒屋
00003873,0,011,130-5265,,ジンギスカン 支店,ジンギスカン 支店,0,01110101902,北海道,札幌市清田区,清田,3丁目,16-4,0930384,52,そば・うどん店,5205,居酒屋
00003874,0,011,337-4870,,居酒屋 清田区,居酒屋 清田区,0,01110461697,北海道,札幌市清田区,清田,6丁目,19-6,0980231,52,そば・うどん店,5205,居酒屋
00003875,0,011,621-1834,,海鮮 清田区,海鮮 清田区,0,01110803946,北海道,札幌市清田区,平岡,9丁目,14-5,0860706,52,そば・うどん店,5205,居酒屋
00003876,0,011,454-7022,,居酒屋 清田,居酒屋 清田,0,01110792080,北海道,札幌市清田区,清田,7丁目,2-15,0730975,52,そば・うどん店,5205,居酒屋
00003877,0,011,144-7083,,居酒屋 支店,居酒屋 支店,1,01110734517,北海道,札幌市清田区,里塚,1丁目,13-5,0370417,52,そば・うどん店,5205,居酒屋
00003878,0,011,287-5177,,焼鳥 支店,焼鳥 支店,0,01110596146,北海道,札幌市清田区,平岡,3丁目,14-18,0840138,52,そば・うどん店,5205,居酒屋
00003879,0,011,833-4683,,焼鳥,焼鳥,0,01110974215,北海道,札幌市清田区,平岡,5丁目,16-15,0480113,52,そば・うどん店,5205,居酒屋
00003880,0,011,528-5838,,炉端 平岡,炉端 平岡,0,01110503505,北海道,札幌市清田区,平岡,5丁目,9-14,0490241,52,そば・うどん店,5205,居酒屋
00003881,0,011,446-3004,,炉端 支店,炉端 支店,0,01110918982,北海道,札幌市清田区,清田,9丁目,20-23,0230653,52,そば・うどん店,5205,居酒屋
00003882,0,011,354-3927,,海鮮 本店,海鮮 本店,0,01110604875,北海道,札幌市清田区,里塚,8丁目,20-5,0200671,52,そば・うどん店,5205,居酒屋
00003883,0,011,120-9556,,焼鳥 里塚,焼鳥 里塚,0,01110391838,北海道,札幌市清田区,里塚,10丁目,18-21,0340921,52,そば・うどん店,5205,居酒屋
00003884,0,011,698-3990,,ジンギスカン 清田区,ジンギスカン 清田区,0,01110129137,北海道,札幌市清田区,里塚,6丁目,14-6,0410527,52,そば・うどん店,5205,居酒屋
00003885,0,011,425-1161,,海鮮 支店,海鮮 支店,1,01110296414,北海道,札幌市清田区,平岡,9丁目,13-12,0550759,52,そば・うどん店,5205,居酒屋
00003886,0,011,104-9960,,ジンギスカン 支店,ジンギスカン 支店,0,01110874230,北海道,札幌市清田区,清田,3丁目,15-28,0870545,52,そば・うどん店,5205,居酒屋
00003887,0,011,932-5022,,海鮮 本店,海鮮 本店,1,01110334487,北海道,札幌市清田区,里塚,6丁目,8-1,0680991,52,そば・うどん店,5205,居酒屋
00003888,0,011,826-4505,,居酒屋 支店,居酒屋 支店,1,01110674350,北海道,札幌市清田区,平岡,1丁目,11-5,0740398,52,そば・うどん店,5205,居酒屋
00003889,0,011,434-3789,,炉端 清田区,炉端 清田区,1,01110132717,北海道,札幌市清田区,里塚,1丁目,18-30,0340250,52,そば・うどん店,5205,居酒屋
00003890,0,011,899-9352,,焼鳥 本店,焼鳥 本店,0,01110164035,北海道,札幌市清田区,里塚,4丁目,14-2,0170577,52,そば・うどん店,5205,居酒屋
00003891,0,011,631-6200,,北の幸 清田区,北の幸 清田区,1,01110573102,北海道,札幌市清田区,清田,8丁目,6-23,0660482,52,そば・うどん店,5205,居酒屋
00003892,0,011,326-7734,,ジンギスカン 支店,ジンギスカン 支店,0,01110637972,北海道,札幌市清田区,里塚,5丁目,16-19,0800874,52,そば・うどん店,5205,居酒屋
00003893,0,011,487-2049,,ジンギスカン 里塚,ジンギスカン 里塚,1,01110410310,北海道,札幌市清田区,里塚,10丁目,5-11,0390460,52,そば・うどん店,5205,居酒屋
00003894,0,011,749-6010,,居酒屋,居酒屋,0,01110752151,北海道,札幌市清田区,里塚,9丁目,12-1,0830121,52,そば・うどん店,5205,居酒屋
00003895,0,011,534-7331,,海鮮 支店,海鮮 支店,0,01110510894,北海道,札幌市清田区,平岡,10丁目,9-22,0620136,52,そば・うどん店,5205,居酒屋
00003896,0,011,454-3870,,居酒屋,居酒屋,0,01110665066,北海道,札幌市清田区,平岡,10丁目,8-15,0250941,52,そば・うどん店,5205,居酒屋
00003897,0,011,461-6021,,炉端 清田区,炉端 清田区,0,01110844785,北海道,札幌市清田区,清田,3丁目,18-20,0300639,52,そば・うどん店,5205,居酒屋
00003898,0,011,779-7800,,酒処,酒処,1,01110464207,北海道,札幌市清田区,清田,1丁目,20-17,0650787,52,そば・うどん店,5205,居酒屋
00003899,0,011,193-9790,,北の幸 支店,北の幸 支店,1,01110855554,北海道,札幌市清田区,里塚,7丁目,6-13,0720316,52,そば・うどん店,5205,居酒屋
00003900,0,011,961-6624,,焼鳥 清田区,焼鳥 清田区,0,01110142630,北海道,札幌市清田区,清田,3丁目,14-6,0490930,52,そば・うどん店,5205,居酒屋
00003901,0,011,933-8048,,酒処,酒処,0,01110383641,北海道,札幌市清田区,里塚,8丁目,1-12,0330784,52,そば・うどん店,5205,居酒屋
00003902,0,011,942-7125,,北の幸 本店,北の幸 本店,1,01110416059,北海道,札幌市清田区,清田,4丁目,4-27,0660234,52,そば・うどん店,5205,居酒屋
00003903,0,011,377-3488,,炉端,炉端,1,01110869825,北海道,札幌市清田区,平岡,3丁目,7-9,0660396,52,そば・うどん店,5205,居酒屋
00003904,0,011,729-1350,,炉端 清田,炉端 清田,1,01110819599,北海道,札幌市清田区,清田,6丁目,14-27,0490365,52,そば・うどん店,5205,居酒屋
00003905,0,011,775-1393,,焼鳥 清田区,焼鳥 清田区,0,01110857505,北海道,札幌市清田区,平岡,1丁目,11-18,0150306,52,そば・うどん店,5205,居酒屋
00003906,0,011,844-6322,,酒処 里塚,酒処 里塚,0,01110715757,北海道,札幌市清田区,里塚,10丁目,15-5,0740334,52,そば・うどん店,5205,居酒屋
00003907,0,011,796-1606,,北の幸 清田区,北の幸 清田区,0,01110615384,北海道,札幌市清田区,清田,9丁目,1-7,0770384,52,そば・うどん店,5205,居酒屋
00003908,0,011,898-6988,,北の幸 支店,北の幸 支店,1,01110855737,北海道,札幌市清田区,平岡,8丁目,19-25,0730571,52,そば・うどん店,5205,居酒屋
00003909,0,011,109-4811,,酒処 支店,酒処 支店,0,01110789866,北海道,札幌市清田区,里塚,6丁目,13-15,0160591,52,そば・うどん店,5205,居酒屋
00003910,0,011,174-3835,,北の幸 清田区,北の幸 清田区,0,01110320386,北海道,札幌市清田区,平岡,3丁目,8-19,0160412,52,そば・うどん店,5205,居酒屋
00003911,0,011,571-1363,,炉端 支店,炉端 支店,0,01110120784,北海道,札幌市清田区,清田,1丁目,8-14,0720775,52,そば・うどん店,5205,居酒屋
00003912,0,011,810-1726,,酒処 里塚,酒処 里塚,0,01110359328,北海道,札幌市清田区,里塚,4丁目,8-9,0240530,52,そば・うどん店,5205,居酒屋
00003913,0,011,615-7476,,ジンギスカン 清田区,ジンギスカン 清田区,0,01110129445,北海道,札幌市清田区,里塚,2丁目,13-27,0430911,52,そば・うどん店,5205,居酒屋
00003914,0,011,598-2716,,北の幸 清田区,北の幸 清田区,0,01110539493,北海道,札幌市清田区,里塚,3丁目,18-19,0900591,52,そば・うどん店,5205,居酒屋
00003915,0,011,278-4473,,焼鳥 本店,焼鳥 本店,0,01110216929,北海道,札幌市清田区,清田,4丁目,10-21,0390101,52,そば・うどん店,5205,居酒屋
00003916,0,011,478-7618,,酒処 本店,酒処 本店,0,01110512723,北海道,札幌市清田区,平岡,9丁目,12-17,0530863,52,そば・うどん店,5205,居酒屋
00003917,0,011,459-2520,,焼鳥 清田区,焼鳥 清田区,0,01110667260,北海道,札幌市清田区,清田,3丁目,17-19,0610585,52,そば・うどん店,5205,居酒屋
00003918,0,011,615-3556,,北の幸 本店,北の幸 本店,0,01110615593,北海道,札幌市清田区,平岡,8丁目,6-1,0910472,52,そば・うどん店,5205,居酒屋
00003919,0,011,788-9733,,海鮮 清田区,海鮮 清田区,1,01110786635,北海道,札幌市清田区,清田,1丁目,16-2,0600970,52,そば・うどん店,5205,居酒屋
00003920,0,011,230-6736,,居酒屋,居酒屋,0,01110496743,北海道,札幌市清田区,平岡,6丁目,7-6,0780438,52,そば・うどん店,5205,居酒屋
00003921,0,011,812-1007,,居酒屋 清田区,居酒屋 清田区,0,01110861752,北海道,札幌市清田区,里塚,4丁目,6-25,0560656,52,そば・うどん店,5205,居酒屋
00003922,0,011,550-9788,,酒処 清田区,酒処 清田区,0,01110975172,北海道,札幌市清田区,平岡,7丁目,4-5,0200485,52,そば・うどん店,5205,居酒屋
00003923,0,011,537-9513,,焼鳥 清田区,焼鳥 清田区,0,01110515667,北海道,札幌市清田区,里塚,4丁目,20-26,0610348,52,そば・うどん店,5205,居酒屋
00003924,0,011,662-1397,,ジンギスカン,ジンギスカン,0,01110966869,北海道,札幌市清田区,平岡,6丁目,11-21,0170737,52,そば・うどん店,5205,居酒屋
00003925,0,011,851-8188,,酒処,酒処,0,01110897100,北海道,札幌市清田区,平岡,4丁目,7-29,0600146,52,そば・うどん店,5205,居酒屋
00003926,0,011,142-3492,,酒処,酒処,1,01110768414,北海道,札幌市清田区,清田,1丁目,18-26,0660450,52,そば・うどん店,5205,居酒屋
00003927,0,011,566-9717,,酒処,酒処,1,01110443257,北海道,札幌市清田区,里塚,7丁目,6-28,0520248,52,そば・うどん店,5205,居酒屋
00003928,0,011,100-7619,,ジンギスカン 平岡,ジンギスカン 平岡,0,01110257246,北海道,札幌市清田区,平岡,8丁目,14-24,0630483,52,そば・うどん店,5205,居酒屋
00003929,0,011,928-7211,,珈琲館 支店,珈琲館 支店,0,01110248994,北海道,札幌市清田区,里塚,6丁目,2-12,0110462,52,そば・うどん店,5207,喫茶店
00003930,0,011,156-6940,,カフェ,カフェ,0,01110340073,北海道,札幌市清田区,清田,9丁目,2-22,0740471,52,そば・うどん店,5207,喫茶店
00003931,0,011,693-7383,,カフェ 清田区,カフェ 清田区,0,01110948413,北海道,札幌市清田区,里塚,2丁目,12-30,0670691,52,そば・うどん店,5207,喫茶店
00003932,0,011,403-9811,,茶房 清田区,茶房 清田区,0,01110875664,北海道,札幌市清田区,清田,4丁目,17-29,0590295,52,そば・うどん店,5207,喫茶店
00003933,0,011,355-3952,,珈琲館 里塚,珈琲館 里塚,0,01110165663,北海道,札幌市清田区,里塚,5丁目,9-8,0840442,52,そば・うどん店,5207,喫茶店
00003934,0,011,165-6956,,カフェ 支店,カフェ 支店,1,01110282745,北海道,札幌市清田区,清田,1丁目,15-13,0220216,52,そば・うどん店,5207,喫茶店
00003935,0,011,683-1702,,カフェ 清田区,カフェ 清田区,1,01110138917,北海道,札幌市清田区,里塚,4丁目,6-11,0160508,52,そば・うどん店,5207,喫茶店
00003936,0,011,413-7075,,珈琲館 里塚,珈琲館 里塚,0,01110207135,北海道,札幌市清田区,里塚,10丁目,18-14,0720298,52,そば・うどん店,5207,喫茶店
00003937,0,011,563-1810,,ティールーム 清田区,ティールーム 清田区,1,01110603646,北海道,札幌市清田区,里塚,2丁目,3-2,0140114,52,そば・うどん店,5207,喫茶店
00003938,0,011,370-9080,,ティールーム 清田,ティールーム 清田,1,01110442127,北海道,札幌市清田区,清田,2丁目,20-9,0880110,52,そば・うどん店,5207,喫茶店
00003939,0,011,981-3006,,珈琲館 支店,珈琲館 支店,0,01110606266,北海道,札幌市清田区,清田,6丁目,2-15,0820286,52,そば・うどん店,5207,喫茶店
00003940,0,011,982-1412,,コーヒーハウス 本店,コーヒーハウス 本店,1,01110825830,北海道,札幌市清田区,里塚,2丁目,10-26,0960111,52,そば・うどん店,5207,喫茶店
00003941,0,011,711-8567,,コーヒーハウス,コーヒーハウス,0,01110528354,北海道,札幌市清田区,平岡,3丁目,4-16,0620995,52,そば・うどん店,5207,喫茶店
00003942,0,011,437-6084,,珈琲館 清田区,珈琲館 清田区,0,01110870162,北海道,札幌市清田区,里塚,5丁目,18-19,0300888,52,そば・うどん店,5207,喫茶店
00003943,0,011,508-3692,,コーヒーハウス 平岡,コーヒーハウス 平岡,1,01110559480,北海道,札幌市清田区,平岡,1丁目,16-17,0890436,52,そば・うどん店,5207,喫茶店
00003944,0,011,546-2178,,珈琲館 清田区,珈琲館 清田区,1,01110602999,北海道,札幌市清田区,里塚,6丁目,10-18,0680901,52,そば・うどん店,5207,喫茶店
00003945,0,011,251-9785,,ティールーム,ティールーム,1,01110546269,北海道,札幌市清田区,平岡,6丁目,14-25,0220845,52,そば・うどん店,5207,喫茶店
00003946,0,011,142-9465,,茶房 本店,茶房 本店,1,01110896880,北海道,札幌市清田区,平岡,3丁目,14-6,0690849,52,そば・うどん店,5207,喫茶店
00003947,0,011,978-9122,,カフェ 里塚,カフェ 里塚,1,01110869047,北海道,札幌市清田区,里塚,1丁目,2-18,0750249,52,そば・うどん店,5207,喫茶店
00003948,0,011,123-9501,,コーヒーハウス 本店,コーヒーハウス 本店,0,01110160457,北海道,札幌市清田区,里塚,3丁目,17-4,0300643,52,そば・うどん店,5207,喫茶店
00003949,0,011,638-7723,,茶房 清田区,茶房 清田区,0,01110561082,北海道,札幌市清田区,清田,7丁目,13-19,0820333,52,そば・うどん店,5207,喫茶店
00003950,0,011,695-5067,,珈琲館 本店,珈琲館 本店,0,01110155465,北海道,札幌市清田区,里塚,6丁目,13-4,0350575,52,そば・うどん店,5207,喫茶店
00003951,0,011,802-7939,,珈琲館 清田区,珈琲館 清田区,0,01110446319,北海道,札幌市清田区,清田,10丁目,6-23,0420936,52,そば・うどん店,5207,喫茶店
00003952,0,011,221-4726,,カフェ,カフェ,0,01110136489,北海道,札幌市清田区,平岡,10丁目,7-15,0700797,52,そば・うどん店,5207,喫茶店
00003953,0,011,137-7203,,珈琲館 本店,珈琲館 本店,0,01110590170,北海道,札幌市清田区,平岡,9丁目,2-9,0990404,52,そば・うどん店,5207,喫茶店
00003954,0,011,918-5693,,ティールーム 里塚,ティールーム 里塚,0,01110847253,北海道,札幌市清田区,里塚,5丁目,20-20,0470184,52,そば・うどん店,5207,喫茶店
00003955,0,011,378-8435,,珈琲館 支店,珈琲館 支店,0,01110798695,北海道,札幌市清田区,里塚,6丁目,5-30,0250651,52,そば・うどん店,5207,喫茶店
00003956,0,011,356-3614,,茶房 里塚,茶房 里塚,1,01110322053,北海道,札幌市清田区,里塚,9丁目,16-9,0400150,52,そば・うどん店,5207,喫茶店
00003957,0,011,325-2065,,茶房 清田区,茶房 清田区,0,01110196528,北海道,札幌市清田区,里塚,2丁目,14-26,0290327,52,そば・うどん店,5207,喫茶店
00003958,0,011,346-5166,,カフェ 支店,カフェ 支店,0,01110748149,北海道,札幌市清田区,里塚,5丁目,14-1,0330922,52,そば・うどん店,5207,喫茶店
00003959,0,011,981-9191,,コーヒーハウス 本店,コーヒーハウス 本店,1,01110357818,北海道,札幌市清田区,平岡,2丁目,17-25,0110796,52,そば・うどん店,5207,喫茶店
00003960,0,011,727-5116,,コーヒーハウス 平岡,コーヒーハウス 平岡,0,01110802950,北海道,札幌市清田区,平岡,8丁目,10-14,0490718,52,そば・うどん店,5207,喫茶店
00003961,0,011,923-9741,,バー,バー,1,01110231452,北海道,札幌市清田区,里塚,10丁目,3-18,0410798,52,そば・うどん店,5206,バー
00003962,0,011,509-4828,,パブ 本店,パブ 本店,0,01110632199,北海道,札幌市清田区,平岡,3丁目,2-19,0780416,52,そば・うどん店,5206,バー
00003963,0,011,308-7155,,パブ,パブ,0,01110396736,北海道,札幌市清田区,平岡,8丁目,3-24,0470191,52,そば・うどん店,5206,バー
00003964,0,011,461-7656,,ショットバー 支店,ショットバー 支店,1,01110248244,北海道,札幌市清田区,清田,4丁目,6-4,0240707,52,そば・うどん店,5206,バー
00003965,0,011,330-9448,,ショットバー 清田区,ショットバー 清田区,0,01110675622,北海道,札幌市清田区,里塚,2丁目,1-22,0330677,52,そば・うどん店,5206,バー
00003966,0,011,568-5907,,バー 清田,バー 清田,1,01110322952,北海道,札幌市清田区,清田,6丁目,9-11,0820882,52,そば・うどん店,5206,バー
00003967,0,011,274-7579,,バー,バー,1,01110714373,北海道,札幌市清田区,清田,8丁目,4-11,0990544,52,そば・うどん店,5206,バー
00003968,0,011,631-4338,,パブ 里塚,パブ 里塚,0,01110727909,北海道,札幌市清田区,里塚,5丁目,13-6,0170864,52,そば・うどん店,5206,バー
00003969,0,011,904-9327,,ラウンジ 本店,ラウンジ 本店,0,01110455227,北海道,札幌市清田区,平岡,10丁目,2-15,0380732,52,そば・うどん店,5206,バー
00003970,0,011,869-8338,,ラウンジ 里塚,ラウンジ 里塚,0,01110738574,北海道,札幌市清田区,里塚,1丁目,14-10,0250375,52,そば・うどん店,5206,バー
00003971,0,011,305-4890,,ショットバー 清田,ショットバー 清田,0,01110628364,北海道,札幌市清田区,清田,9丁目,14-23,0820555,52,そば・うどん店,5206,バー
00003972,0,011,139-2533,,パブ 本店,パブ 本店,0,01110801311,北海道,札幌市清田区,清田,2丁目,4-29,0720994,52,そば・うどん店,5206,バー
00003973,0,011,682-9743,,パブ 本店,パブ 本店,0,01110603729,北海道,札幌市清田区,平岡,5丁目,1-27,0180535,52,そば・うどん店,5206,バー
00003974,0,011,413-9028,,パブ 里塚,パブ 里塚,1,01110278133,北海道,札幌市清田区,里塚,4丁目,11-15,0760590,52,そば・うどん店,5206,バー
00003975,0,011,306-3825,,バー 本店,バー 本店,1,01110684113,北海道,札幌市清田区,平岡,9丁目,1-23,0470353,52,そば・うどん店,5206,バー
00003976,0,011,309-2098,,バー 支店,バー 支店,0,01110936071,北海道,札幌市清田区,清田,1丁目,8-8,0520396,52,そば・うどん店,5206,バー
00003977,0,011,749-5690,,ラウンジ 本店,ラウンジ 本店,0,01110620755,北海道,札幌市清田区,里塚,7丁目,13-24,0290333,52,そば・うどん店,5206,バー
00003978,0,011,730-8809,,ショットバー,ショットバー,0,01110685954,北海道,札幌市清田区,平岡,4丁目,7-4,0810206,52,そば・うどん店,5206,バー
00003979,0,011,894-4464,,バー 清田区,バー 清田区,0,01110159649,北海道,札幌市清田区,里塚,3丁目,15-11,0460309,52,そば・うどん店,5206,バー
