入札日,開札日,ステータス,フェーズ,サブカテゴリ,機関タイプ,発注機関,発注地域,件名,年度,入札種別,落札会社名,落札金額,予定金額,応札企業,応札社数,リンク
,2024-03-27,落札済,④構築,チャットボット,市区町村,その他神奈川県市町村/茅ヶ崎市,神奈川県,AIチャットボット調達業務（令和6年度）【茅ヶ崎市】,FY2023,,株式会社アイネス,600000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzg3OTQxNw==
,2024-03-27,落札済,④構築,RAG構築,独法,独立行政法人国際協力機構,東京都,日越大学教育・研究・運営能力向上プロジェクト（Construction: Renovation of temporary campus of VJU at QGHN-04 /Package C: Storage),FY2023,,Sao Viet Interior Co.， Ltd,32663254,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzg1Nzg5MA==
,2024-03-27,落札済,④構築,RAG構築,その他,日本郵政グループ,東京都,情報提供の委託（Leveraged Commentary & Data）,FY2023,,PitchBook Data， Inc,12645000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzU5NjAwMQ==
2024-03-27,,結果待ち,④構築,RAG構築,その他,日本郵政グループ/株式会社ゆうちょ銀行,東京都,情報提供の委託（Leveraged Commentary & Data）,FY2023,随意,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xODE2MTMzMg==
,2024-03-26,落札済,④構築,生成AI（その他）,国,総務省,-,05-0049-0366生成AIに起因するインターネット上の偽・誤情報等への対策技術に係る調査の請負,FY2023,,ボストン・コンサルティング・グループ合同会社,536000000,,"{応札企業名＝ボストン・コンサルティング・グループ合同会社 、応札結果・備考＝落札、応札金額＝536000000},{応札企業名＝株式会社三菱総合研究所 、応札結果・備考＝、応札金額＝525000000},{応札企業名＝ＰｗＣコンサルティング合同会社 、応札結果・備考＝、応札金額＝534180000},{応札企業名＝株式会社Ｊａｐａｎ　Ｎｅｘｕｓ　Ｉｎｔｅｌｌｉｇｅｎｃｅ 、応札結果・備考＝、応札金額＝486200000}",12,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQyMDk1Mg==
2024-03-25,2024-04-24,落札済,⑤運用,,国,警察庁,東京都,クローズド環境下での生成ＡＩのオンプレミス利用環境の構築・運用に係る調査研究事業,FY2023,,株式会社ＲＵＴＩＬＥＡ、株式会社コア,699772205,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDQwOTA4OA==
,2024-03-22,落札済,⑤運用,,都道府県,神奈川県,神奈川県,令和６年度水道関係手続の電子受付に係るチャットボットシステム運用等業務委託,FY2023,,株式会社Ｂｏｔ Ｅｘｐｒｅｓｓ,11970738,,{応札企業名＝株式会社Ｂｏｔ　Ｅｘｐｒｅｓｓ、応札結果・備考＝決定、応札金額＝11970738},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQwMTgxOQ==
2024-03-22,,結果待ち,④構築,チャットボット,独法,独立行政法人高齢・障害・求職者雇用支援機構/職業能力開発総合大学校,東京都,ＡＩチャットボットの利用（職業大）,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xODE2NzYzNw==
,2024-03-21,落札済,④構築,AI（その他）,独法,国立大学法人,滋賀県,米国ＧＥ社製 Ｘ線ＣＴ組合せ型ＳＰＥＣ Ｔ装置 Ｄｉｓｃｏｖｅｒｙ ＮＭ／ＣＴ６７０用Ｘ線管 PERFORMIX ULTRA GREEN TUBE UNIT WITH MOUNTING ASSEMBLY D3185T 交換 一式,FY2023,,ＧＥヘルスケア・ジャパン株式会社京滋支店,23650000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzkwMTkxNQ==
,2024-03-21,落札済,⑤運用,,市区町村,川崎市,神奈川県,令和６年度 川崎市ＡＩチャットボットシステム運用保守業務委託【川崎市】,FY2023,,キステム 株式会社 東京支社,2994000,,{応札企業名＝キステム　株式会社　東京支社、応札結果・備考＝第1回:決定、応札金額＝2994000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQxMjQ3Nw==
,2024-03-19,落札済,④構築,RAG構築,独法,その他/社会福祉法人/恩賜財団済生会,大阪府,診療材料１４２品目調達一式(DragonflyOptis イメージング カテーテル),FY2023,,なし,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDIyNTUzNw==
,2024-03-19,落札済,④構築,RAG構築,独法,その他/社会福祉法人/恩賜財団済生会,大阪府,診療材料１４２品目調達一式(DragonflyOpStar イメージングカテーテル),FY2023,,なし,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDIyNTUwNw==
2024-03-18,2024-03-26,落札済,④構築,生成AI（その他）,国,総務省,東京都,生成AIに起因するインターネット上の偽・誤情報等への対策技術に係る調査の請負,FY2023,,ボストン・コンサルティング・グループ合同会社,589600000,599174320,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzU5OTQ5NA==
,2024-03-15,落札済,③PoC,,国,文部科学省,東京都,次世代の校務デジタル化推進実証事業（（Ⅱ）生成AIの校務での活用に関する実証研究の支援・分析・成果取りまとめ、諸課題の調査・検証）,FY2023,,PwCコンサルティング合同会社,40000000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzUyODg0MQ==
2024-03-15,2024-03-15,落札済,④構築,生成AI（その他）,都道府県,東京都,東京都,都立学校向け生成ＡＩ利用サービス構築等業務委託,FY2023,,株式会社エクサウィザーズ,27280000,,"{応札企業名＝株式会社エクサウィザーズ、応札結果・備考＝、応札金額＝24800000},{応札企業名＝株式会社内田洋行、応札結果・備考＝、応札金額＝107000000},{応札企業名＝大日本印刷株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社パソナ、応札結果・備考＝辞退、応札金額＝},{応札企業名＝ヒューマンリソシア株式会社、応札結果・備考＝不参、応札金額＝},{応札企業名＝株式会社ＥＤＵＣＯＭ、応札結果・備考＝不参、応札金額＝}",18,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQzNDQ4MQ==
2024-03-15,2024-03-15,落札済,④構築,チャットボット,都道府県,東京都,東京都,教育庁ＡＩチャットボット構築委託,FY2023,,株式会社スカラコミュニケーションズ,17655000,,"{応札企業名＝株式会社スカラコミュニケーションズ、応札結果・備考＝、応札金額＝16050000},{応札企業名＝富士通Ｊａｐａｎ株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝ソフトバンク株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社フーリエ、応札結果・備考＝辞退、応札金額＝}",12,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQzNDQ0Nw==
2024-03-14,2024-03-14,落札済,④構築,チャットボット,都道府県,滋賀県,滋賀県,滋賀県立学校ＡＩチャットボットシステムの利用,FY2023,,小林事務機株式会社,4200000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzM3MzI3MA==
2024-03-13,2024-05-22,落札済,④構築,生成AI（その他）,国,国土交通省,東京都,生成AI活用促進に向けた通信基盤検討業務,FY2023,,一般社団法人建設電気技術協会,49995000,49995000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDU2NDk1Ng==
2024-03-13,2024-05-20,落札済,④構築,生成AI（その他）,国,国土交通省,東京都,インフラ施設管理における生成AIの利活用促進に向けた調査検討及び運営支援業務,FY2023,,株式会社三菱総合研究所,79970000,79970000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDU2NDk0OQ==
,2024-03-13,落札済,③PoC,,国,文部科学省,東京都,次世代の校務デジタル化推進実証事業（（Ⅰ）生成AIの校務での活用に関する実証研究）,FY2023,,Sky株式会社,79995520,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzU2NTM5Ng==
,2024-03-12,落札済,⑤運用,,その他,日本政策金融公庫,東京都,業務照会チャットボット及びサービスデスクチャットボットの後継製品への更改（保守）(一式),FY2023,,株式会社NTTデータ,11787600,11787600,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzc2Njc3Mg==
,2024-03-12,落札済,③PoC,,その他,日本政策金融公庫,東京都,生成ＡＩの検証環境構築に係る業務委託の調達 一式,FY2023,,株式会社システムサポート,18181455,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzU1ODgzNQ==
,2024-03-12,落札済,④構築,生成AI（その他）,都道府県,岡山県,岡山県,岡山県生成AIシステム調達業務における公募（技術提案）,FY2023,,株式会社電通西日本 岡山支社,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzM2MjU0MQ==
2024-03-12,,結果待ち,③PoC,,都道府県,広島県,広島県,広島県立学校向けチャットボット試行のためのAzureライセンス一式,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xODEyMDQ3OA==
2024-03-11,2024-03-12,落札済,③PoC,,その他,日本政策金融公庫,東京都,生成ＡＩの検証環境構築に係る業務委託の調達,FY2023,,株式会社システムサポート,16528596,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzM4Njc5Nw==
,2024-03-11,落札済,⑤運用,,市区町村,札幌市,北海道,令和6年度さっぽろ子育てAIチャットボット運用保守業務【札幌市】,FY2023,,株式会社ビースポーク,2382600,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQ5MTY5OA==
,2024-03-11,落札済,④構築,チャットボット,都道府県,東京都,東京都,令和６年度心の悩みや不安がある時に活用できるAIチャットボットのサービス提供業務委託,FY2023,,ＮＥＣソリューションイノベータ株式会社,8698800,,{応札企業名＝ＮＥＣソリューションイノベータ株式会社、応札結果・備考＝、応札金額＝7908000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzM3MTA2Mg==
2024-03-11,2024-03-11,落札済,③PoC,,都道府県,東京都,東京都,生成AI検証環境の提供等委託,FY2023,,大日本印刷株式会社,2189000,,"{応札企業名＝大日本印刷株式会社、応札結果・備考＝、応札金額＝1990000},{応札企業名＝株式会社中賀堂、応札結果・備考＝、応札金額＝2352000},{応札企業名＝株式会社ハイタッチパートナーズ福岡、応札結果・備考＝、応札金額＝2540000}",9,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzM3MDk4Mw==
2024-03-11,,結果待ち,②設計,,都道府県,富山県,富山県,富山県生成AIサービス導入業務委託仕様書（案）に係る意見招請,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xODE0MTk1MQ==
,2024-03-08,落札済,④構築,生成AI（その他）,独法,財団法人/特別区協議会,東京都,令和６年度「生成ＡＩを活用した特別区におけるＤＸの推進」に関する調査研究等支援業務委託,FY2023,,株式会社日本総合研究所,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQ0MDY4OQ==
2024-03-07,2024-05-02,落札済,④構築,チャットボット,市区町村,東京23区/渋谷区,東京都,渋谷区ＡＩチャットボットシステム導入業務委託【渋谷区】,FY2023,,株式会社ビー・オー・スタジオ,18040000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDQ2MjM1OA==
2024-03-07,2024-03-12,落札済,⑤運用,,都道府県,三重県,三重県,令和６年度みえ産廃申請案内チャットボットサービス運用業務委託,FY2023,,株式会社ビースポーク,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQ4OTI4MA==
2024-03-07,2024-03-08,落札済,⑤運用,,その他,日本政策金融公庫,東京都,チャットボット等システム（ウエブ及びＬＩＮＥ用）の構築及び運用保守業務,FY2023,,株式会社クウゼン,3840000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzYwODc0NQ==
,,結果待ち,⑤運用,,都道府県,茨城県,茨城県,令和６年度茨城県移住定住ポータルサイト運用及び移住相談用チャットボット構築運用業務委託,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xODE2Njc2OA==
2024-03-07,,結果待ち,④構築,生成AI（その他）,都道府県,岡山県,岡山県,岡山県生成AIシステム調達業務,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xODA4NzQ0MQ==
2024-03-06,,結果待ち,④構築,生成AI（その他）,独法,独立行政法人製品評価技術基盤機構,東京都,【購入】生成AI用PCの購入,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xODEyMDkwMA==
,2024-03-05,落札済,④構築,チャットボット,市区町村,その他東京都市町村/東大和市,東京都,№１０３ＡＩチャットボットシステム（ＡＩスタッフ総合案内サービス）使用【東大和市】,FY2023,,株式会社アイネス 公共営業部,1326000,,{応札企業名＝株式会社アイネス 公共営業部、応札結果・備考＝、応札金額＝1326000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzYzMjA2Ng==
2024-02-28,2024-03-25,落札済,⑤運用,,独法,独立行政法人中小企業基盤整備機構,東京都,2024・2025年度 起業相談チャットボットの運用・保守業務,FY2023,,JTP株式会社,54780000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDA5NjA3Ng==
2024-02-28,,結果待ち,④構築,RAG構築,独法,国立大学法人/東海国立大学機構/名古屋大学,愛知県,Dell PowerVault ME5012 Storage Array デル・テクノロジーズ㈱製,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xODA5MzA1OA==
,2024-02-20,落札済,④構築,生成AIサービス導入,市区町村,東京23区/江東区,東京都,文章生成AIサービス提供委託【江東区】,FY2023,,日本情報通信株式会社 エンタープライズ第一事業本部,2000000,,"{応札企業名＝日本情報通信株式会社 エンタープライズ第一事業本部、応札結果・備考＝、応札金額＝2000000},{応札企業名＝株式会社日立システムズ、応札結果・備考＝辞退、応札金額＝},{応札企業名＝日本電気株式会社 首都圏支社、応札結果・備考＝不参、応札金額＝},{応札企業名＝富士通Ｊａｐａｎ株式会社 東京公共ビジネス統括部、応札結果・備考＝不参、応札金額＝},{応札企業名＝ＢＩＰＲＯＧＹ株式会社、応札結果・備考＝不参、応札金額＝},{応札企業名＝エヌ・ティ・ティ・アドバンステクノロジ株式会社、応札結果・備考＝不参、応札金額＝}",18,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQ2MTk0OQ==
,2024-02-19,落札済,④構築,RAG構築,独法,国立大学法人,大阪府,5200 Fragment Analyzer System 米国ｱｼﾞﾚﾝﾄ・ﾃｸﾉﾛ ｼﾞｰ社製 M5310AA 1式,FY2023,,株式会社池田理化,5161200,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzYxNTU1Mg==
,2024-02-16,落札済,④構築,チャットボット,都道府県,広島県,広島県,広島県電子入札等システム ＡＩチャットボット サービス提供,FY2023,,東芝デジタルソリューションズ 株式会社,4884000,4884000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQwNzYwNQ==
2024-02-16,2024-02-16,落札済,④構築,チャットボット,都道府県,東京都,東京都,令和６年度「外国企業誘致に係るAIチャットボット」利用状況分析委託,FY2023,,合同会社ＦＩＥＬＤ,4620000,,"{応札企業名＝合同会社ＦＩＥＬＤ、応札結果・備考＝、応札金額＝4200000},{応札企業名＝株式会社ビースポーク、応札結果・備考＝、応札金額＝5640800},{応札企業名＝株式会社大手広告通信社、応札結果・備考＝、応札金額＝13800000}",9,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzM1NDQ0OQ==
2024-02-16,,結果待ち,④構築,RAG構築,独法,国立大学法人/大阪大学,大阪府,5200 Fragment Analyzer System 米国アジレント・テクノロジー社製 M5310AA 1式,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xODAxODczNQ==
2024-02-16,,結果待ち,②設計,,市区町村,その他岡山県市町村/井原市,岡山県,【高梁川流域自治体】生成ＡＩを活用したサービスに係る情報提供依頼（ＲＦＩ）【井原市】,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xNzg0MTgxOQ==
2024-02-16,,結果待ち,②設計,,市区町村,その他岡山県市町村/矢掛町,岡山県,高梁川流域自治体の生成ＡＩを活用したサービスに係る情報提供依頼（ＲＦＩ）【矢掛町】,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xNzgzNzI3Ng==
2024-02-16,,結果待ち,②設計,,市区町村,その他岡山県市町村/倉敷市,岡山県,高梁川流域自治体の生成ＡＩを活用したサービスに係る情報提供依頼（ＲＦＩ）【倉敷市】,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xNzgzMjc0NQ==
2024-02-16,,結果待ち,④構築,生成AI（その他）,独法,財団法人/特別区協議会,東京都,令和６年度「生成AIを活用した特別区におけるDXの推進」,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTkwNg==
,2024-02-14,落札済,④構築,チャットボット,国,国土交通省,香川県,令和５年度 四技チャットボットサービス導入作業,FY2023,,ＴＯＰＰＡＮ株式会社 中四国事業部 第二営業本部,5489000,5500000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQ0OTI1Ng==
2024-02-13,2024-02-19,落札済,④構築,生成AI（その他）,独法,独立行政法人物質・材料研究機構,茨城県,燃料電池材料用生成AI解析用ＧＰＵサーバ,FY2023,,ヤトロ電子株式会社,9845000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzI2ODQyOQ==
2024-02-13,,結果待ち,④構築,チャットボット,国,国土交通省/四国技術事務所,香川県,令和５年度　四技チャットボットサービス導入作業,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xNzkwNTQ5Mw==
2024-02-09,2024-03-07,落札済,④構築,チャットボット,独法,独立行政法人日本学生支援機構,神奈川県,日本学生支援機構学校担当者用ホームページAIチャットボットサービス導入,FY2023,,株式会社福島情報処理センター,6963000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzYxOTU3OQ==
,2024-02-09,落札済,⑤運用,,市区町村,滋賀県市町村/甲賀市,滋賀県,第４４５号 令和５・６年度ＡＩチャットボット運用業務委託（長期継続）【甲賀市】,FY2023,,株式会社サイネックス,1430000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNDgxMjM5OA==
2024-02-09,,結果待ち,④構築,庁内生成AI環境,都道府県,兵庫県,兵庫県,庁内データ検索機能付き文書生成AIシステムの構築及び技術支援,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xNzkyMTM4Mg==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】Provide Temporary Storage Locker,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xODAwMjU3NA==
,2024-02-08,落札済,⑤運用,,独法,独立行政法人製品評価技術基盤機構,東京都,PRTR届出管理システムに係る問い合わせ対応AIチャットボットシステムの運用業務（令和6年度）,FY2023,,木村情報技術株式会社,1980000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQ3NzQ0NA==
2024-02-07,2024-02-07,落札済,⑤運用,,都道府県,和歌山県,和歌山県,和歌山県立医科大学AIチャットボットシステム導入及び保守運用業務,FY2023,,不調,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzMyMzY1OQ==
2024-02-02,,結果待ち,③PoC,,国,文部科学省/初等中等教育局,東京都,次世代の校務デジタル化実証推進事業（生成AIの校務での活用に関する実証研究）,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xNzc4NjY3MA==
2024-01-31,,結果待ち,⑤運用,,独法,独立行政法人製品評価技術基盤機構,東京都,【役務】ＰＲＴＲ届出管理システムに係る問い合わせ対応ＡＩチャットボットシステムの運用業務（令和６年度）,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2NDI1NQ==
2024-01-30,2024-04-01,落札済,④構築,チャットボット,独法,独立行政法人国際観光振興機構,東京都,2024年度 チャットボットの運営事業,FY2023,,株式会社ピースボーク,42906600,42906600,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzk0MTgxMA==
2024-01-30,2024-02-14,落札済,④構築,生成AIサービス導入,独法,独立行政法人国立国際医療研究センター,東京都,第3期SIP課題「統合型ヘルスケアシステムの構築」における生成AI学習・導入支援に係る研究事業に関する調査・提案・支援業務,FY2023,,マッキンゼー・アンド・カンパニー・インコーポレイテッド・ジャパン,1100000000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzYxOTg1Mw==
,2024-01-26,落札済,④構築,チャットボット,都道府県,広島県,広島県,広島県電子入札等システム ＡＩチャットボット ＦＡＱ集追加,FY2023,,東芝デジタルソリューションズ 株式会社,1276000,1276000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzI0MTk5MQ==
2024-01-25,,結果待ち,④構築,RAG構築,独法,国立大学法人/北海道大学,北海道,中国BiOptic社製 小型キャピラリー電気泳動装置 Qsep 1-Plus Bio-Fragment Analyzer C100001-P 一式,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xNzg3NDc1Mw==
2024-01-24,2024-03-01,落札済,④構築,生成AI（その他）,独法,独立行政法人日本学生支援機構,神奈川県,独立行政法人日本学生支援機構 生成AIサービスの提供業務,FY2023,,ヒューマンリソシア株式会社,6424000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzYxOTU5MA==
2024-01-22,2024-01-29,落札済,①研修,,国,総務省,-,05-0042-0150 総務省における生成AIに関する基礎講座及びワークショップの実施,FY2023,,ヒューマンリソシア株式会社,794000,,"{応札企業名＝ヒューマンリソシア株式会社、応札結果・備考＝落札、応札金額＝794000},{応札企業名＝日鉄ソリューションズ株式会社、応札結果・備考＝、応札金額＝1993000},{応札企業名＝株式会社コムラッドファームジャパン 、応札結果・備考＝、応札金額＝},{応札企業名＝株式会社ＤＮＰエスピーイノベーション 、応札結果・備考＝、応札金額＝878728},{応札企業名＝ミテモ株式会社 、応札結果・備考＝、応札金額＝1750000}",15,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzE2ODU2OQ==
,2024-01-18,落札済,④構築,チャットボット,都道府県,東京都,東京都,令和５年度心の悩みや不安がある時に活用できるAIチャットボットのサービス提供業務委託,FY2023,,ＮＥＣソリューションイノベータ株式会社,1716000,,{応札企業名＝ＮＥＣソリューションイノベータ株式会社、応札結果・備考＝、応札金額＝1560000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzM1NTA1NA==
2024-01-17,2024-01-19,落札済,④構築,生成AI（その他）,独法,独立行政法人産業技術総合研究所,茨城県,生成ＡＩの開発力強化に資する計算資源の増強（熱源設備）,FY2023,,富士古河Ｅ＆Ｃ株式会社,462000000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzE5NTAyOA==
2024-01-17,,結果待ち,⑤運用,,その他,個人情報保護委員会,東京都,令和６年度個人情報保護委員会チャットボットサービスシステムの運用・保守等業務に関する入札可能性調査,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc3NDk4Mg==
2024-01-16,2024-01-19,落札済,④構築,生成AI（その他）,国,文部科学省,東京都,文部科学省における生成AIの利活用を統制する規制要件の解決に資す る基盤技術に関する調査分析業務 一式,FY2023,,エヌ・ティ・ティ・コムウェア株式会社,14388000,14564000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzc1OTQ5MA==
2024-01-16,2024-01-18,落札済,④構築,生成AI（その他）,独法,独立行政法人産業技術総合研究所,茨城県,生成ＡＩの開発力強化に資する計算資源の増強（受変電設備）,FY2023,,東光電気工事株式会社,187000000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzE5NTAyOQ==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】BATTERY、 STORAGE - In procurement of,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xNzgzNTg0MA==
,2024-01-15,落札済,⑤運用,,その他,日本政策金融公庫,東京都,教育貸付におけるチャットボットシステムのLINE連携に係る業務委託（運用保守業務）(一式),FY2023,,トランス・コスモス株式会社,6189156,6189156,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzM2ODA1OA==
2024-01-15,2024-01-15,落札済,①研修,,都道府県,三重県,三重県,令和５年度職員向け生成ＡＩ活用研修実施業務,FY2023,,株式会社ＦＩＸＥＲ　四日市ユマニテクプラザ,100000,,{応札企業名＝株式会社ＦＩＸＥＲ　四日市ユマニテクプラザ、応札結果・備考＝、応札金額＝100000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzEyODY2MA==
,2024-01-10,落札済,④構築,RAG構築,独法,国立大学法人,大阪府,5300 Fragment Analyzer System 米国ｱｼﾞﾚﾝﾄ・ﾃｸﾉﾛ ｼﾞｰ社製 M5311AA 1式,FY2023,,株式会社池田理化,6631020,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQ3Njk0OA==
2024-01-09,2024-01-11,落札済,④構築,生成AI（その他）,独法,独立行政法人産業技術総合研究所,茨城県,生成ＡＩの開発力強化に資する計算資源の増強（サーバー冷却フレーム）,FY2023,,富士古河Ｅ＆Ｃ株式会社,511500000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzE5NTA1Mg==
,2024-01-09,落札済,④構築,チャットボット,国,デジタル庁,東京都,国・地方共通相談チャットボットの設計・開発等 一式,FY2023,,日本電気株式会社,93783800,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzM2NDc2OA==
